cat_name,product_brand,product_name,product_url,product_rating,product_price,product_volume,product_img
Skin care,CeraVe,Hydrating Facial Cleanser,https://www.beautypedia.com/products/hydrating-cleanser/?archive_search=%2Fskin-care%2F%3Fsize%3D96 ,5,$9.99,12 fl. oz.,https://www.beautypedia.com/wp-content/uploads/2020/09/CeraVe-Hydrating-Facial-Cleanser.jpg?w=126
Skin care,Kiehl's,Vital Skin-Strengthening Super Serum,https://www.beautypedia.com/products/vital-skin-strengthening-super-serum/?archive_search=%2Fskin-care%2F%3Fsize%3D96 ,2,$52.00,1.0 fl. oz.,https://www.beautypedia.com/wp-content/uploads/2018/07/C5DD6336-BC77-44BE-B4E2-02A8E77E8CAE_kiehls.jpg?w=240
Skin care,Algenist,Blue Algae Vitamin C Dark Spot Correcting Peel,https://www.beautypedia.com/products/blue-algae-vitamin-c-dark-spot-correcting-peel/?archive_search=%2Fskin-care%2F%3Fsize%3D96 ,3,$85.00,1.5 fl. oz.,https://www.beautypedia.com/wp-content/uploads/2018/07/94661CB6-4168-4C07-B5E8-C6EFDEFABA7B_algenist-logo-resized.jpg?w=250
Skin care,Becca,Hydra-Light Plumping Lip Mask,https://www.beautypedia.com/products/hydra-light-plumping-lip-mask/?archive_search=%2Fskin-care%2F%3Fsize%3D96 ,4,$19.00,0.34 fl. oz.,https://www.beautypedia.com/wp-content/uploads/2018/07/D1BF3AC2-C538-4B52-B629-EA8A213A0437_BECCA-Logo.gif?w=200
Skin care,Drunk Elephant,E-Rase Milki Micellar Water,https://www.beautypedia.com/products/e-rase-milki-micellar-water/?archive_search=%2Fskin-care%2F%3Fsize%3D96 ,5,$28.00,8.0 fl. oz.,https://www.beautypedia.com/wp-content/uploads/2020/09/Drunk-Elephant-E-Rase-Milki-Micellar-Water.jpg?w=300
Skin care,Drunk Elephant,C-Firma Day Serum,https://www.beautypedia.com/products/c-firma-day-serum/?archive_search=%2Fskin-care%2F%3Fsize%3D96 ,5,$80.00,1 fl. oz.,https://www.beautypedia.com/wp-content/uploads/2015/10/2BA92451-3535-4560-B5C2-407255CD5DCB_DrunkElephant-CFirmaSerum-sq.png?w=300
Skin care,Drunk Elephant,Lala Retro Whipped Cream,https://www.beautypedia.com/products/lala-retro-whipped-cream/?archive_search=%2Fskin-care%2F%3Fsize%3D96 ,5,$60.00,1.69 fl. oz.,https://www.beautypedia.com/wp-content/uploads/2016/05/Drunk-Elephant-Lala-Retro-Whipped-Cream.jpg?w=300
Skin care,Drunk Elephant,T.L.C. Framboos Glycolic Night Serum,https://www.beautypedia.com/products/t-l-c-framboos-glycolic-night-serum/?archive_search=%2Fskin-care%2F%3Fsize%3D96 ,5,$90.00,1 fl. oz.,https://www.beautypedia.com/wp-content/uploads/2015/09/5E6B7EAF-3D9B-49B8-94FA-1DBBFE363782_DETLC.jpg?w=300
Skin care,Drunk Elephant,B-Hydra Intensive Hydration Serum,https://www.beautypedia.com/products/b-hydra-intensive-hydration-gel/?archive_search=%2Fskin-care%2F%3Fsize%3D96 ,5,$48.00,1.69 fl. oz.,https://www.beautypedia.com/wp-content/uploads/2016/03/Drunk-Elephant-B-Hydra-Intensive-Hydration-Serum.jpg?w=300
Skin care,Hyper Skin,Hyper Clear,https://www.beautypedia.com/products/hyper-clear/?archive_search=%2Fskin-care%2F%3Fsize%3D96 ,5,$36.00,0.5 fl. oz.,https://www.beautypedia.com/wp-content/uploads/2020/09/Hyper-Skin-Brand-Logo.png?w=300
